u,g,r,i,z,redshift
19.35338,17.52267,16.72553,16.13754,15.73091,0.1300605
17.84919,16.77311,16.42279,16.00423,15.84847,0.05497202
22.84221,21.88915,20.312,19.19083,18.85182,0.5821728
23.88289,22.84091,20.91465,19.86598,19.25902,0.5416327
22.99987,21.92042,20.12734,19.30883,18.8676,0.508989
22.31202,19.71723,18.22329,17.66922,17.29869,0.2901757
20.35291,18.28036,16.97084,16.44732,16.02046,0.1771151
23.9479,20.88844,19.01072,18.30589,18.00336,0.4283828
19.01243,17.83403,17.32288,17.01925,16.8492,0.1110417
25.93476,20.81058,19.07018,18.38045,17.93805,0.4349268
20.13664,18.61533,17.47301,16.97442,16.74957,0.2258569
17.73302,15.82081,14.878,14.4654,14.15117,0.09032114
21.62511,19.34429,17.85683,17.30422,16.97372,0.2624559
22.22554,20.74823,19.01293,18.43472,18.07645,0.3970368
22.4603,21.75394,19.91524,19.03709,18.77672,0.4654959
19.02888,17.87481,17.40804,17.12763,16.96625,0.07635138
22.98723,22.98324,20.79113,19.79577,19.39322,0.6333989
22.12906,19.46074,17.90957,17.37071,16.98052,0.2615591
25.05866,23.41628,21.79267,20.46066,19.50344,0.763402
18.97696,17.88788,17.4582,17.21721,17.09269,0.09578907
22.83618,22.44821,20.61577,19.6164,19.05911,0.5335817
22.40059,20.43161,18.75888,18.17809,17.7394,0.3526489
22.26366,22.3383,21.36472,20.26792,19.78984,0.7189601
24.20696,22.28193,20.77011,19.71628,19.32142,0.5537849
19.4786,17.71279,16.80813,16.38862,16.03321,0.07762073
19.54759,17.63174,16.71215,16.31873,15.99866,0.09426551
21.62487,18.97731,17.47401,16.93049,16.52979,0.2508093
20.62387,18.76502,17.65871,17.2142,16.81977,0.1449168
18.30981,16.91038,16.43515,16.07439,16.04562,0.09303534
24.77144,22.47168,20.91558,19.71582,19.19857,0.6063817
23.43403,19.75649,18.08003,17.47785,17.06244,0.3051925
18.42443,17.39907,17.00739,16.67044,16.54085,0.1070803
22.70169,21.73436,20.17857,19.33719,18.89465,0.4876563
20.09964,18.28358,17.31889,16.92242,16.58624,0.1128319
20.26955,18.44735,17.36713,16.93411,16.57513,0.1355029
18.50573,17.0127,16.3013,15.90899,15.64172,0.07542984
24.3671,22.9436,21.8381,20.42565,19.95539,0.6516365
19.96504,18.39975,17.43411,16.97384,16.59662,0.1708833
19.40734,18.12388,17.40141,17.04259,16.82021,0.08485544
20.25025,18.31235,17.43485,17.03351,16.74096,0.08168452
25.07383,22.02755,20.2375,19.30459,18.78622,0.497419
19.91465,17.83393,16.83405,16.3639,15.9994,0.09487032
20.11368,18.09033,17.11081,16.7183,16.33734,0.1120523
23.76483,21.82238,20.29126,19.27541,18.96727,0.5122855
26.29431,20.36436,18.61384,18.00291,17.65681,0.3553126
23.5114,22.06374,20.72893,19.80755,19.21888,0.667694
24.29171,22.08002,20.3697,19.57057,19.20347,0.4667164
22.39435,22.17919,20.3427,19.40857,18.98278,0.5098567
23.68818,21.91615,20.35034,19.44174,19.22388,0.5668832
21.629,20.06941,18.45687,17.95463,17.55675,0.3085878
19.72159,18.37399,17.60481,17.17031,16.91462,0.1444571
24.26302,21.94265,20.45558,19.44369,19.04574,0.5576275
16.90528,15.20912,14.47179,14.122,13.89218,0.02983897
21.25601,20.56201,20.22882,19.4776,19.17883,0.2372575
21.51816,19.11507,17.83875,17.23892,16.88742,0.2229173
22.91157,21.23025,19.60417,18.67214,18.18985,0.5347077
20.43888,18.57729,17.61465,17.15335,16.77154,0.08909811
19.00505,17.19738,16.40088,16.01534,15.68859,0.05549897
23.87156,20.74634,19.04215,18.36664,17.95623,0.4270957
23.01691,22.90226,21.16137,19.93451,19.4989,0.6427024
22.22507,20.07567,18.48864,17.95217,17.64664,0.3028887
20.67435,18.40996,17.36292,16.91183,16.61389,0.1482207
22.17942,21.82045,20.48629,19.62232,19.0539,0.6204905
18.79325,17.78758,17.40001,17.20189,17.09469,0.02689551
18.15099,16.25849,15.41912,15.0341,14.69515,0.04392734
18.41667,16.55046,15.68214,15.25613,14.91536,0.08486958
24.41517,22.42013,20.31287,19.34577,18.90059,0.4995434
20.93276,18.98395,17.55686,17.0604,16.67663,0.2381566
21.20226,19.27775,17.82452,17.3275,16.98268,0.2362109
18.28566,17.17337,16.70999,16.37954,16.2398,0.06797858
18.2681,16.92224,16.28378,15.90447,15.62434,0.07146523
20.9344,18.49583,17.25648,16.66856,16.37682,0.2091842
18.53499,17.44407,16.96241,16.63688,16.42882,0.05248924
19.19442,17.50373,16.58115,16.14004,15.84031,0.1174196
20.17208,18.2178,17.23821,16.81107,16.43664,0.1265091
17.74257,16.50281,16.10405,15.89824,15.81277,0.02784701
24.17122,22.19056,20.63949,19.59141,19.04012,0.5327795
21.10297,19.05936,17.63547,17.09976,16.73841,0.227407
19.3236,18.34842,17.92495,17.65276,17.51319,0.07991483
21.70624,20.89357,19.76808,18.96831,18.92051,0.4338352
19.58789,18.0188,17.2686,16.89725,16.5895,0.09474
19.89447,17.87291,17.00525,16.6653,16.39249,0.1185887
19.00513,17.38255,16.51218,16.05023,15.67314,0.1069128
21.04303,18.77838,17.61686,17.20332,16.8545,0.1855069
24.54033,21.96868,20.54936,19.68092,19.23243,0.5098957
24.71164,23.48087,21.61864,20.54026,20.26808,0.6900421
19.20826,17.39728,16.45502,16.0106,15.71263,0.1118275
23.91441,21.69648,20.66831,19.75493,19.35011,0.6092094
22.09145,21.65625,20.59502,19.70633,19.22429,0.5154706
19.12909,17.88693,17.17195,16.78362,16.47508,0.1084327
23.31074,21.75608,20.86862,19.99803,19.59207,0.5771208
21.50524,19.93898,18.37917,17.83152,17.45349,0.338297
18.84626,17.65247,17.16532,16.88584,16.73572,0.04601857
22.31879,20.63198,18.99867,18.12789,17.65346,0.4969209
19.9492,19.08958,18.78805,18.48575,18.44202,0.08696096
19.67087,18.39479,17.64634,17.24774,16.94747,0.1106853
22.73682,21.76834,20.00218,19.16396,18.69307,0.457423
23.67077,20.86888,19.21582,18.11261,17.58405,0.5625365
19.43033,18.10681,17.4159,17.0261,16.7243,0.04810311
23.65071,22.12708,20.41672,19.50912,19.04422,0.4924745
24.89879,23.41227,20.64189,19.65306,19.19435,0.5779156
24.27637,22.30293,20.70375,19.57623,19.09258,0.5784959
16.6077,15.15244,14.43963,14.11808,13.8437,0.0244987
23.98035,22.22364,20.29377,19.31451,18.78633,0.5433897
23.79148,21.82033,20.18312,19.18105,18.68902,0.5393557
22.74421,22.50306,20.65259,19.4951,19.04718,0.5462881
25.47119,20.1353,18.29665,17.70952,17.33273,0.3502899
19.80836,18.15772,17.36157,16.92886,16.59873,0.06575461
21.68991,20.86949,20.23739,19.50882,19.18591,0.2233917
23.70362,21.72854,20.23645,19.26988,18.90586,0.558149
22.21436,21.50929,20.58683,19.67367,19.44152,0.6266963
22.99219,21.36017,20.00909,19.26432,18.82758,0.4990284
23.24673,21.71529,20.61706,19.78345,19.3644,0.5489685
20.15853,18.53026,17.62018,17.23403,16.93738,0.1234297
23.77291,22.29661,20.8175,19.67931,19.1356,0.5649847
21.86841,19.50994,18.05173,17.49505,17.15143,0.2792889
23.4018,20.10998,18.58376,17.98491,17.60968,0.2937438
24.82058,22.39123,20.92788,19.90598,19.64353,0.5658602
18.4328,17.52701,17.22735,17.00611,16.91256,0.055526
20.17521,18.4432,17.58947,17.26674,16.96286,0.1716026
18.7498,17.25441,16.52569,16.19653,15.91335,0.04044159
23.22787,20.69825,19.01433,18.37538,17.95565,0.2737112
18.97711,17.17418,16.35315,15.98028,15.67477,0.04087759
19.51473,17.96668,17.23634,16.873,16.6117,0.05261302
19.62089,18.45023,17.67033,17.25342,16.97838,0.1722086
22.31474,20.38386,18.7756,18.13309,17.75958,0.3176845
20.45366,18.54242,17.5483,17.14224,16.79523,0.1430754
21.99299,20.75572,18.73697,18.01617,17.57227,0.4252399
18.10446,16.95357,16.53622,16.29268,16.10638,0.04977782
20.72213,17.65473,16.45692,15.99332,15.68599,0.1835233
20.07622,18.24338,17.34442,17.00241,16.68591,0.1192386
24.47391,21.21871,19.3743,18.71187,18.39151,0.3835447
19.51037,18.28771,17.64864,17.25488,16.94579,0.1115091
22.95369,21.10211,20.17802,19.3884,19.02732,0.5503336
23.07423,21.94827,20.6332,19.7365,19.36155,0.4552277
26.43099,22.5166,21.04837,19.32401,18.89857,0.6890179
19.01765,17.81763,17.29676,16.98667,16.77459,0.09079736
24.44815,22.22652,20.83218,19.94315,19.50997,0.4817382
18.9606,17.37263,16.56966,16.13901,15.7979,0.08266877
21.81402,20.45135,18.78393,18.18613,17.7696,0.3784567
20.49818,18.54712,17.50748,17.06523,16.75146,0.1461357
20.29436,18.47083,17.57293,17.17647,16.8795,0.09083914
23.45026,21.8037,20.08431,19.28734,18.91626,0.4462047
22.54471,21.1335,19.42063,18.56257,18.16917,0.49733
25.29272,22.81555,20.91358,19.8659,19.46574,0.5566834
22.25327,19.8084,18.26494,17.72426,17.35379,0.2858869
24.43089,21.93243,20.43101,19.46115,19.07169,0.5066449
26.05167,21.66442,19.9985,19.21515,18.81861,0.4444944
20.763,18.97989,17.65383,17.13423,16.8386,0.2682365
22.92104,22.35512,20.54553,19.37661,18.87938,0.6019593
25.30047,22.47712,20.84559,19.85834,19.48412,0.530217
23.30198,22.04313,20.35585,19.35076,18.81157,0.5191949
19.48681,17.53901,16.56633,16.10258,15.74421,0.08826082
19.37741,18.57849,18.10733,17.74849,17.61287,0.1568766
20.43415,18.51641,17.52756,17.13914,16.76623,0.1151662
18.71497,17.90401,17.68646,17.62292,17.51929,0.01498338
19.81758,18.09203,17.13717,16.75878,16.49568,0.06954091
23.62352,22.17878,20.74889,19.91755,19.32062,0.475165
23.48997,20.81569,19.08316,18.4858,18.13732,0.3729185
19.78542,18.38433,17.40703,16.95984,16.58769,0.1266095
24.3928,21.776,19.85954,18.97943,18.52407,0.3903769
22.25943,19.9122,18.5893,17.88359,17.39692,0.2775434
20.06179,18.41175,17.61049,17.04206,16.65233,0.1309891
21.53188,19.63829,18.8187,18.15631,17.72223,0.1323565
18.4608,17.38834,16.94691,16.70514,16.54083,0.0266113
22.52357,22.34636,20.75682,19.79899,19.28621,0.5872133
21.79056,20.50092,18.56146,17.92052,17.5543,0.3753909
19.54036,18.11461,17.26373,16.87072,16.59365,0.1726618
19.10311,17.32362,16.39629,15.93665,15.54349,0.09833206
19.40733,17.95818,17.31669,16.96515,16.73815,0.08499259
19.16184,17.16896,16.12088,15.69109,15.33248,0.1154289
20.7004,20.89806,19.47107,18.64034,18.05017,0.6404333
25.59201,20.80971,19.18901,18.21003,17.79183,0.5182492
20.14659,18.26198,17.21939,16.77537,16.4351,0.1305411
18.99145,17.79129,17.25429,16.959,16.72124,0.11421
22.55059,21.52957,20.53244,19.60435,19.12098,0.634371
23.71212,23.39471,21.54109,20.51365,21.03803,0.5923299
19.79737,18.20336,17.40817,17.01192,16.69652,0.08100229
22.57322,20.92271,19.14009,18.45679,17.99546,0.3865837
26.79133,21.65397,20.51412,19.35092,18.74203,0.561213
22.91374,21.74497,21.01751,19.96593,19.55414,0.6374659
19.86672,17.89459,16.90688,16.48403,16.1236,0.09757847
19.18906,17.20775,16.24463,15.80311,15.43809,0.07280208
18.35258,16.88664,16.31149,15.95766,15.73166,0.04170759
23.57432,19.90173,18.3004,17.59529,17.1554,0.4066101
23.29076,21.05024,19.15735,18.443,18.20744,0.3977095
20.5461,18.41717,17.22387,16.75689,16.4177,0.1636415
20.3569,18.32494,17.13679,16.67888,16.31334,0.1714763
24.49354,21.16222,19.6142,18.78584,18.4244,0.4577155
19.61761,18.401,17.76843,17.35428,17.09748,0.111883
18.06348,17.2202,16.92708,16.63999,16.60481,0.1103444
24.75779,21.21461,20.13257,19.38087,19.12217,0.4260234
25.8779,22.52603,20.72463,19.50299,19.15775,0.5687965
22.85452,21.71951,20.65893,19.75473,19.53157,0.6915392
24.18356,21.83543,20.1213,19.31485,18.77272,0.4782147
19.47731,18.25457,17.47607,17.0303,16.76371,0.1464333
22.06847,20.75536,19.63208,18.8359,18.56445,0.5917177
23.28482,23.35573,21.19722,20.02286,19.47334,0.6256005
18.20715,16.89787,16.22303,15.86182,15.59787,0.08259802
24.42674,21.83451,20.27728,19.42655,19.10124,0.4631721
22.65502,21.1962,20.79214,19.85612,19.53607,0.7085445
24.14182,21.8985,20.05266,19.11434,18.59365,0.515072
22.23455,20.1687,18.63088,18.03391,17.60253,0.3049265
24.28512,23.22465,21.46443,20.10095,19.49856,0.7732114
22.77924,20.63496,18.97994,18.34862,18.01339,0.3518301
22.75232,20.8238,19.03053,18.45058,18.02518,0.3664762
22.00412,21.69947,20.50274,19.74247,19.27774,0.5365733
18.75372,17.02398,16.206,15.8427,15.54945,0.0473003
19.55126,17.95256,17.12407,16.67089,16.29848,0.04593911
23.88469,21.02654,19.25953,18.56048,18.16524,0.4314937
18.25537,16.36205,15.52267,15.12608,14.80055,0.04541377
24.61101,22.19552,20.54474,19.72639,19.32694,0.4545372
23.63662,23.05663,20.76669,19.68594,19.06431,0.6462652
22.93841,22.38753,21.01472,19.67733,19.13245,0.6903652
23.76817,21.35452,19.54675,18.878,18.52113,0.426339
23.4371,21.93088,20.20716,19.32179,18.93518,0.4700923
17.05464,15.54595,14.88321,14.541,14.31111,0.05245277
21.07997,20.42629,19.38827,18.68949,18.23247,0.3859007
25.93123,22.05727,20.22994,19.23106,18.83734,0.5451344
21.85139,21.67922,20.18597,19.36249,18.84436,0.4403855
22.76798,21.88524,20.85083,19.86812,19.53409,0.6529152
18.29201,17.38302,17.14371,17.01003,16.93382,0.03575706
20.12477,18.37076,17.5457,17.19172,16.89359,0.0873167
22.9848,20.42879,18.83961,18.19764,17.78906,0.3874373
23.53626,22.3054,20.69434,19.71582,19.50177,0.817727
18.9695,18.04756,17.7282,17.45013,17.37532,0.0849696
22.20527,20.4096,18.6559,18.06388,17.67737,0.3496793
22.06587,21.08165,19.27279,18.67264,18.20603,0.3753054
19.14436,17.53946,16.70195,16.27287,15.97622,0.07331128
19.42761,17.67484,16.77148,16.36202,16.02484,0.09255408
18.40764,16.44913,15.54251,15.0747,14.73843,0.06457475
18.71492,16.77005,15.83842,15.43373,15.0974,0.0851291
21.20491,18.77759,17.47712,16.97597,16.66676,0.2093091
22.08386,20.54434,18.78284,18.08702,17.6108,0.3392564
19.27964,17.3786,16.43363,16.03837,15.73365,0.1327349
20.27212,18.42317,17.45594,17.03108,16.73796,0.154895
20.18807,18.46092,17.57339,17.15239,16.85104,0.1490574
19.19142,17.43651,16.56627,16.11421,15.78856,0.07876921
23.8885,22.86871,20.88336,19.77283,19.40631,0.5743797
25.21243,22.05397,20.44064,19.61303,19.2069,0.4737586
24.77228,21.81539,20.27701,19.3742,19.0594,0.4809327
18.78908,17.49872,16.78459,16.43736,16.21685,0.09859122
25.6028,22.38431,20.66607,19.59541,19.16914,0.6399411
18.80769,16.96838,16.16602,15.79956,15.50332,0.07152478
23.32619,22.91097,20.98591,19.67411,18.98656,0.6706328
23.79848,21.89697,20.08311,19.07471,18.60262,0.5790368
22.53476,20.33231,18.77044,18.18185,17.80042,0.3381053
23.19225,23.30068,21.29207,20.15893,19.91447,0.5746179
23.26805,21.41629,20.04777,19.24661,18.81378,0.5337425
22.80356,20.50883,18.96345,18.23917,17.94801,0.3891376
19.85834,18.18789,17.28596,16.91508,16.55896,0.1023198
22.63659,20.69862,18.99123,18.40895,18.00113,0.3492619
22.85152,21.52649,19.95707,19.18879,18.77487,0.4510185
21.45611,19.71737,17.72093,17.08611,16.67233,0.3480667
24.50028,22.18648,20.35958,19.32554,18.82913,0.5624357
23.80847,21.26909,19.58387,18.80395,18.30935,0.4721688
21.83945,21.11985,19.74161,18.87676,18.30621,0.5522929
21.52383,18.89914,17.6019,17.14448,16.79591,0.2054247
23.15815,21.49594,20.54949,19.82216,19.3646,0.6170651
19.11161,17.49305,16.74155,16.36075,16.06385,0.04296834
20.18104,18.4233,17.63269,17.24425,16.89592,0.054057
20.20941,18.22261,17.22345,16.82104,16.4724,0.1124838
22.40698,21.77161,20.33281,19.42535,18.93439,0.5460798
23.59409,22.47232,20.46344,19.45742,19.04139,0.6204643
23.47401,21.80576,20.00894,19.09836,18.69868,0.4860556
22.92705,21.12522,19.59821,19.06648,18.68415,0.3932432
24.15703,21.20968,19.32436,18.77356,18.4269,0.3430501
16.32569,14.45153,13.63564,13.25681,12.97428,0.03321811
22.16486,18.42628,16.99681,16.48958,16.18276,0.2113992
18.77896,16.87323,16.07451,15.68711,15.42412,0.06351318
22.60705,22.30916,20.97519,19.76043,19.18427,0.5883564
20.88938,18.55808,17.33299,16.83516,16.41564,0.1665494
24.59215,21.41044,19.55303,18.93763,18.45303,0.4005109
22.32537,21.34883,19.44967,18.87661,18.39384,0.3999755
25.2277,21.20179,19.4087,18.77205,18.38089,0.3975725
23.18837,22.47901,20.99566,19.74284,19.39862,0.6267598
18.94404,16.88579,15.91066,15.50486,15.18655,0.1440263
25.62769,22.27289,20.43032,19.62972,19.3628,0.4612418
18.60279,17.53286,17.14481,16.90957,16.77745,0.08168125
19.68663,18.18156,17.48112,17.07113,16.75101,0.05668455
17.36795,16.21982,15.73409,15.42818,15.22999,0.05677012
19.12684,17.24089,16.37719,15.97309,15.67209,0.07812221
19.55229,18.41566,17.68024,17.28927,17.04438,0.1642678
19.44038,17.45305,16.50545,16.08886,15.74475,0.087958
20.22083,18.2724,17.21072,16.77599,16.4573,0.1355469
19.9159,18.09286,17.08523,16.63854,16.25179,0.1173183
23.78461,23.74781,21.63305,20.22624,19.82708,0.6076442
19.56074,18.35458,17.76118,17.47203,17.26258,0.08275529
25.02991,20.94729,19.11133,18.54652,18.2037,0.3752346
20.51177,18.60881,17.61502,17.22511,16.86786,0.1400678
19.34728,17.35506,16.32393,15.88756,15.48619,0.1120265
26.04511,22.11523,20.34032,19.39517,18.91945,0.4664064
22.63264,21.54157,20.42826,19.65454,19.29515,0.5398582
22.63942,21.76094,19.86989,19.05347,18.51831,0.4913508
20.41899,18.39078,17.29312,16.81119,16.4165,0.1466159
20.13806,18.34374,17.42547,17.03659,16.68975,0.08886703
25.74078,22.20836,20.42109,19.43944,19.06398,0.5393072
23.06492,20.99073,19.20982,18.58113,18.15854,0.3611946
23.31502,22.26681,19.94904,19.04846,18.5927,0.5234762
25.6561,22.42285,20.65196,19.57931,18.97603,0.5542783
25.23933,21.61925,19.88471,19.04116,18.47213,0.5099282
21.71128,19.82831,18.37566,17.81029,17.38452,0.2437274
18.72658,17.77374,17.48291,17.30876,17.22823,0.03248152
18.36035,17.40113,17.08212,16.67776,16.66476,0.09566075
25.75455,21.45501,19.97613,19.11662,19.17323,0.5132043
23.62922,20.58848,19.19386,18.39564,18.00236,0.3214035
23.87648,20.54977,19.21297,18.23954,17.75716,0.4640156
21.01614,19.01029,17.64901,17.11184,16.7029,0.2356818
23.23366,21.56562,19.51387,18.77479,18.25229,0.4159651
19.40535,18.09645,17.32664,16.90795,16.63853,0.1362031
23.09817,21.99559,20.13882,19.34899,19.03461,0.4619324
25.47433,21.80175,20.1279,19.26209,18.82205,0.4875087
24.19069,23.36338,20.19285,19.07623,18.64622,0.1707606
19.1001,18.14512,17.55414,17.22917,17.01561,0.1690443
18.30134,16.85723,16.2157,15.88309,15.58584,0.04137182
25.04603,22.40673,20.61018,19.43694,18.96277,0.5678358
24.94467,21.7679,20.11428,19.17244,18.67455,0.5019891
19.02332,17.78409,17.20514,16.89775,16.73395,0.09290738
19.77657,18.29143,17.5493,17.17672,16.9327,0.1304383
22.53101,21.80681,20.24855,19.2895,18.95556,0.6216041
20.49202,18.75001,17.61218,17.1674,16.81416,0.1510096
20.60376,18.70857,17.6747,17.16551,16.80427,0.1521046
23.40048,22.06044,20.59567,19.62832,19.06346,0.493863
21.49345,21.302,20.35684,19.40092,19.07773,0.669635
24.05287,22.2435,20.55131,19.40906,18.90295,0.5905941
23.44986,22.25161,20.69982,19.8569,19.30322,0.5585615
19.85635,18.52271,17.85444,17.46038,17.17193,0.07736008
17.88745,16.27956,15.53314,15.10734,14.77396,0.042782
20.59231,18.55101,17.62321,17.21494,16.87547,0.1067799
18.74112,17.56628,17.07316,16.7726,16.53985,0.06154416
18.64427,17.28509,16.69904,16.37842,16.12164,0.04945239
18.82448,16.91238,16.04992,15.64208,15.30141,0.06530171
20.52542,18.52594,17.28165,16.83566,16.48401,0.1957049
22.0612,20.88709,19.39422,18.64415,18.12181,0.4612174
22.75907,22.02694,20.23441,19.38148,19.04092,0.4804636
22.89876,21.46041,20.01826,19.19419,18.68222,0.4928515
20.98161,19.02357,17.94163,17.41629,17.11387,0.1550457
20.17218,18.52315,17.45382,16.99104,16.63684,0.2024067
19.05738,17.8797,17.36049,17.03394,16.88704,0.1259531
23.40711,21.86829,20.0542,19.0969,18.59303,0.5214592
20.15397,18.51248,17.47075,17.03801,16.69992,0.1742971
20.39686,18.45051,17.5524,17.11815,16.8001,0.08183207
21.5644,19.69215,18.27504,17.67943,17.3484,0.2847715
24.10122,21.09395,19.33102,18.65652,18.3026,0.3796598
25.33048,22.71814,21.04588,20.02654,19.32342,0.5604863
24.58905,21.83894,20.15775,18.98691,18.69205,0.5192529
20.80902,18.76053,17.68864,17.23246,16.89091,0.1448863
19.85831,17.98981,17.16021,16.78434,16.5017,0.08783003
21.0315,18.67951,17.50868,17.02632,16.67566,0.1934869
20.59902,18.48516,17.44077,17.0014,16.63469,0.1392892
21.85722,20.36022,19.394,19.00237,18.54636,0.1158283
20.46896,18.66972,17.28324,16.79941,16.46483,0.2175696
22.4758,22.4907,20.71485,19.74517,19.21766,0.5247125
25.46643,22.30091,20.42204,19.38964,18.92748,0.522855
23.59144,20.56698,18.90133,18.20218,17.77135,0.4059664
24.09433,20.48396,18.69639,18.02711,17.57044,0.3549538
22.44282,21.45347,19.68223,18.75141,18.37477,0.525523
22.04243,20.21861,18.98431,18.20285,17.79289,0.3044134
24.55356,18.28719,16.80593,16.20922,16.03716,0.1414158
23.2868,22.78367,21.15612,20.02174,19.44357,0.6373438
21.16429,19.32773,17.89687,17.31761,16.94834,0.2281712
24.13614,22.06288,20.37926,19.46364,18.9425,0.5402718
25.49865,22.75512,20.89304,19.86042,19.23317,0.5374863
23.05179,20.20325,18.43501,18.00365,17.67948,0.2924468
24.68209,22.48113,20.9326,19.84161,19.22136,0.625512
21.32394,19.42169,18.00669,17.50253,17.1432,0.2617237
19.66964,17.80522,16.8729,16.50191,16.17924,0.132614
18.04473,16.24351,15.20109,14.72396,14.46761,0.04384198
23.11037,22.06762,20.79019,19.87992,19.38987,0.4999961
20.52691,19.45025,17.98707,17.32873,16.9583,0.3773763
18.13275,16.85769,16.35954,16.05598,15.96097,0.06757253
20.26565,18.52072,17.71684,17.38795,17.09721,0.08729492
26.00762,22.5863,20.76774,19.84653,19.36986,0.5057983
