u,g,r,i,z,redshift
19.74519,17.98172,17.05432,16.56072,16.1878,0.08312989
24.65849,20.40609,18.69272,18.10601,17.83758,0.310569
18.07038,16.22733,15.4004,15.00491,14.68104,0.03901537
26.34026,22.3278,20.70386,19.92513,19.32387,0.4460226
25.53415,22.28887,20.69781,19.51915,19.02957,0.573137
25.3018,22.59547,20.90332,19.92368,19.47426,0.6150691
24.63017,21.94583,20.07034,19.25694,18.7364,0.5135775
23.51271,22.8791,21.09209,19.96849,19.57967,0.5454969
25.53342,20.61955,18.90877,18.27096,17.84423,0.3761389
21.73317,19.85656,18.12267,17.5358,17.17519,0.3024759
24.84767,22.0856,20.5192,19.66216,19.22868,0.4582436
22.6351,22.04922,20.33728,19.445,18.92354,0.5582669
21.02799,19.04222,17.68373,17.18976,16.83035,0.2294869
21.41907,19.90926,18.18262,17.57632,17.20573,0.3625019
26.15878,22.60635,20.77307,19.36878,18.86388,0.5870307
22.93553,21.99644,20.25793,19.40338,18.78627,0.4826721
22.76274,21.23017,20.07799,19.33666,18.77568,0.5196616
22.63722,21.24572,19.65766,18.87887,18.46441,0.4255843
23.03977,21.38734,19.89304,19.03232,18.58757,0.5503375
23.15271,21.88376,20.4064,19.63016,19.23444,0.3603466
24.98485,23.28034,21.20362,20.09746,19.736,0.5718483
23.43161,22.23402,20.47009,19.57135,19.15609,0.5236752
22.40668,21.48701,19.96556,19.11137,18.62675,0.5199905
23.91617,21.87783,20.39379,19.50255,19.1449,0.483733
20.70176,18.72393,17.62011,17.15713,16.92372,0.188824
19.0301,17.80857,17.23455,16.90779,16.6684,0.09613377
17.7833,16.02631,15.28092,14.95614,14.67117,0.09642068
24.22432,22.70699,20.88206,19.52563,19.02489,0.5928955
19.77613,17.77687,16.82446,16.40692,16.03851,0.09868158
19.39167,18.0555,17.37672,17.02611,16.76085,0.09289638
23.31853,22.29514,20.56271,19.53753,19.08544,0.5016193
18.24641,16.48228,15.61769,15.18463,14.83004,0.05594477
25.47226,22.89085,20.90792,19.59131,19.0769,0.7457949
26.5185,22.31451,20.61003,19.63464,19.1046,0.4587608
22.5995,21.61523,20.16658,19.30138,18.92692,0.4340151
23.19469,20.42383,18.78623,18.19888,17.85428,0.2999229
26.32212,21.8683,20.3554,19.50074,18.80672,0.4954699
23.01903,22.42587,20.68285,19.56365,18.98627,0.6844861
22.766,22.06721,20.83696,19.93684,19.5292,0.5545199
22.02808,20.20195,18.55318,18.0017,17.61934,0.3132463
23.9847,24.42852,21.48756,20.30165,19.87784,0.4063972
23.55115,21.89936,20.24711,19.05922,18.64985,0.5774178
22.79048,22.26411,20.79826,19.85518,19.4801,0.559403
19.79662,17.82763,16.81623,16.40509,16.07278,0.1156812
22.74148,22.06264,20.59657,19.78354,19.25242,0.4514802
17.01388,15.24735,14.37592,13.915,13.52785,0.04033846
22.91245,22.05352,20.24169,19.18749,18.86883,0.5923728
23.35994,22.17578,20.48915,19.58433,19.06263,0.5544136
18.87674,17.89544,17.36162,17.02655,16.81994,0.1454927
17.6701,16.5031,15.9588,15.6785,15.41868,0.02562819
23.13486,21.60876,20.02042,19.15594,18.65866,0.5272781
21.52501,19.22374,17.75802,17.22787,16.86642,0.2598255
25.48852,22.48541,21.28944,20.18067,19.95467,0.5981781
26.37616,21.89516,20.34509,19.40997,18.67393,0.5887005
20.19271,18.91522,17.76324,17.23047,16.85294,0.2352944
23.18783,22.22525,20.63124,19.73717,19.40107,0.5523611
18.73572,17.4236,16.72325,16.36897,16.09796,0.1260444
20.39047,18.36578,17.42978,17.00485,16.71851,0.1099264
25.29935,22.10554,20.13937,19.29848,18.70827,0.464653
22.79189,22.36965,20.67321,19.74128,19.21462,0.5748744
20.03055,17.97482,16.87023,16.38858,15.98471,0.1283227
17.2591,15.58535,14.87865,14.56585,14.32988,0.02094281
22.53848,20.81639,19.05726,18.39742,17.95486,0.4038555
18.5607,16.90933,16.15459,15.78942,15.51459,0.07134468
22.16599,20.03009,18.37852,17.81449,17.42879,0.2748019
25.93834,22.25528,20.36388,19.45077,18.96764,0.5332179
23.43241,21.75875,20.26742,19.47752,19.04023,0.4853626
25.01629,21.84535,20.06238,19.27625,18.83434,0.4718311
22.1417,21.9022,20.32015,19.09021,18.64612,0.7733706
25.24769,21.15018,19.40644,18.74108,18.4208,0.3480856
23.26189,20.38465,18.68289,18.10345,17.69673,0.3435534
17.96229,16.10071,15.19339,14.78526,14.44246,0.08268337
24.92527,22.57906,20.77567,19.56927,19.091,0.6007028
24.86226,22.06539,20.41321,19.28415,18.60268,0.6506862
22.0821,21.48217,20.58171,19.72918,19.64172,0.171474
19.62811,18.13392,17.37925,17.01125,16.73952,0.09438194
25.50285,21.68089,19.91318,19.12717,18.87082,0.4281715
25.29937,20.54686,18.76532,18.14569,17.76698,0.3650084
20.10622,18.37819,17.46577,16.96718,16.58812,0.08168091
22.45302,19.48847,17.95564,17.38382,17.04142,0.2913974
20.21377,18.60012,17.50973,17.13074,16.78062,0.1800704
19.56855,18.42352,17.67837,17.31716,17.09168,0.1686659
18.67259,17.45664,16.89948,16.53145,16.33229,0.0972009
23.11681,20.20856,18.53,18.00469,17.59524,0.3055995
24.73605,22.75431,21.00685,19.9506,19.63712,0.5869696
24.94978,22.5076,20.72905,19.91383,19.69467,0.5427172
25.97032,22.2625,20.68434,19.59047,19.10672,0.5272911
18.82186,17.56833,17.01347,16.50843,16.28955,0.05304608
25.83912,21.2244,19.531,18.80829,18.36673,0.4547074
24.56897,22.49566,20.97139,19.94754,19.36893,0.532425
20.76129,18.6204,17.54911,17.06947,16.67249,0.13487
22.61615,20.54839,18.81727,18.24288,17.95156,0.3453686
19.01766,18.04668,17.58156,17.21171,17.06529,0.1112404
24.69693,22.26258,20.76706,19.77704,19.44478,0.5225351
19.50962,17.58896,16.54023,16.09592,15.71724,0.1462973
23.49237,21.62337,20.42134,19.56416,19.26712,0.5517375
25.15127,21.95343,20.33404,19.34225,18.80358,0.61317
19.34452,18.22951,17.66183,17.35444,17.12895,0.1120052
22.99435,22.58231,21.06494,20.0231,19.45477,0.6373825
24.59294,21.013,19.33144,18.56349,17.9923,0.4329445
21.88613,21.25997,20.49887,19.65296,19.73851,0.6307805
19.45464,18.30364,17.66189,17.24912,16.98693,0.08935886
22.74457,23.33852,21.16941,20.25343,19.86414,0.6670989
24.30626,22.13649,20.69551,19.59742,19.21438,0.6002256
24.40684,22.78489,20.89839,19.94307,19.50986,0.5828809
19.87648,18.00879,17.08591,16.69224,16.34046,0.1121694
25.48131,21.75288,20.24334,19.30174,18.76803,0.5121185
23.09492,20.70984,18.9776,18.41103,18.11009,0.318624
23.92192,22.45776,20.65562,19.27892,18.74443,0.7605988
25.66674,23.98562,20.4023,19.32851,18.58097,0.6035501
22.73737,20.80013,19.0541,18.48941,18.12925,0.3603223
20.11668,18.10709,17.0187,16.58408,16.23889,0.1492174
22.0385,19.95082,18.24625,17.66572,17.32896,0.3186388
20.04098,18.11568,17.04279,16.60405,16.18957,0.1097452
18.06612,16.79871,16.18293,15.83687,15.63515,0.06933072
21.98903,19.94913,18.24201,17.60984,17.23093,0.3830191
22.4284,21.51003,20.05844,18.96251,18.66991,0.628793
25.39652,20.20984,18.53209,17.95808,17.62332,0.2979392
19.57217,18.02641,17.21738,16.71964,16.43961,0.05701215
23.28195,21.52989,19.92691,18.87175,18.88548,0.5795629
23.03703,21.66672,20.15415,19.38561,19.09783,0.3515045
20.32021,18.26809,17.25593,16.83138,16.51326,0.1257328
25.18187,22.35175,20.63863,19.58965,19.02724,0.5471804
18.45261,17.6019,17.36246,17.14195,17.05969,0.04373935
21.90131,20.95948,20.12443,19.30968,19.14891,0.6904384
22.42942,21.77063,20.68769,19.81542,19.54535,0.6142548
24.8649,22.51421,20.71649,19.83683,19.35672,0.4644658
20.31971,18.827,17.74527,17.27336,16.87159,0.1661762
17.60345,15.89466,15.11252,14.70713,14.33795,0.05050373
17.11938,16.03924,15.55564,15.22604,15.03506,0.06510382
23.35834,23.30099,21.02765,19.80562,19.3653,0.6121798
24.17697,22.68572,20.77005,19.77452,19.26105,0.538873
19.03944,17.98419,17.4768,17.12634,16.99552,0.1236402
22.55298,21.41255,19.85641,18.7609,18.3297,0.5894981
22.78257,22.86065,21.37223,20.07458,19.40675,0.7049359
18.27641,16.89758,16.12207,15.74086,15.43477,0.1147406
18.97537,17.9383,17.55383,17.34664,17.19453,0.02149814
18.86495,17.19852,16.35809,15.93329,15.60052,0.07332443
23.31608,22.40911,20.86622,19.92607,19.21399,0.9393079
22.97075,23.3608,21.19357,19.93596,19.36934,0.6360382
24.29362,21.70973,19.89285,19.05037,18.66086,0.4981431
19.16577,18.02735,17.51991,17.18823,16.97179,0.069855
19.93056,18.31825,17.3924,17.00701,16.68252,0.1120218
23.81893,20.34827,18.44955,17.72176,17.22867,0.4496451
23.80105,21.37003,19.40506,18.59082,18.17657,0.4531525
18.91404,17.14569,16.33107,15.95782,15.65259,0.04776745
19.00694,17.92636,17.58474,17.45791,17.25086,0.02768295
21.98033,21.26175,19.99299,19.11499,18.67982,0.5796714
23.90601,22.30835,20.56079,19.66179,19.30815,0.483318
18.82691,17.73773,17.22626,16.90955,16.71166,0.1048234
23.96667,22.10844,20.46386,19.63776,19.06964,0.4747894
24.11982,21.224,19.50051,18.59234,18.2513,0.4827959
19.83084,17.86243,16.96744,16.56858,16.24243,0.0803973
24.07287,22.64195,20.75792,19.84369,19.2024,0.5616426
22.59684,21.56084,20.50965,19.73084,19.18997,0.5692468
25.11984,22.34455,20.68929,19.84657,19.38977,0.4840385
22.94241,21.11404,19.33243,18.6627,18.22554,0.390721
18.72163,17.6345,16.99074,16.57471,16.35108,0.1234127
19.9037,17.95464,16.92958,16.49259,16.13467,0.1239727
24.57239,21.88133,20.62898,19.68226,19.11873,0.5958071
20.22747,18.40701,17.33122,16.85751,16.52974,0.1567557
24.4416,22.85266,20.76018,19.81892,19.30029,0.4845064
22.75984,20.82119,19.14166,18.38734,17.93228,0.4437491
22.56033,21.94173,20.28842,19.3655,18.82463,0.5308011
22.69292,20.39232,18.65292,18.06689,17.67239,0.3745469
23.18427,20.67326,18.98565,18.37028,18.05257,0.3608918
23.60462,22.32013,20.33362,19.3136,18.77985,0.589385
22.39941,22.77346,21.17354,20.06617,20.03229,0.7186854
23.11506,21.09363,19.31953,18.42119,17.92608,0.5078382
19.73376,18.0308,17.21165,16.75319,16.33303,0.02516963
19.79423,17.87152,16.79834,16.34555,15.97309,0.143532
20.33893,18.30581,17.24245,16.78388,16.44255,0.1442797
19.08589,18.00146,17.49028,17.16148,17.07663,0.1291231
20.74644,18.61079,17.39007,16.91244,16.57088,0.192229
23.65766,20.99253,19.27151,18.62489,18.2133,0.3135605
20.61647,18.44629,17.52893,17.10803,16.78514,0.1320238
19.45556,17.53847,16.59215,16.19302,15.84362,0.106138
23.25964,21.67688,20.02066,18.9868,18.54377,0.5282689
20.68173,18.74543,17.57686,17.11841,16.80982,0.1796674
18.41248,16.761,15.99644,15.58751,15.29998,0.07904557
22.8655,22.39186,20.80196,19.72799,19.1707,0.5852429
19.00515,17.21589,16.31369,15.87746,15.55436,0.1189185
19.61336,18.3696,17.64915,17.2545,16.96067,0.1150365
18.09461,17.20271,16.95244,16.76076,16.60066,0.0370101
22.54828,21.97149,20.18861,19.31,18.66764,0.5021972
22.29041,21.95181,20.21925,19.41448,18.83125,0.4981054
22.49144,22.3973,20.72965,19.77037,19.266,0.5535956
24.2468,20.84872,19.09786,18.49183,18.12786,0.3408991
19.43678,18.17127,17.61306,17.27618,17.03676,0.05902692
20.25961,18.31555,17.37362,16.90389,16.48774,0.08536412
18.94601,17.18283,16.28531,15.82496,15.46173,0.08210904
23.20006,23.25754,20.89473,19.71852,19.2176,0.5802425
22.11696,19.93295,18.41889,17.87481,17.50077,0.2685646
18.97094,17.22642,16.33021,15.86973,15.47693,0.05359014
24.43952,22.69523,20.86329,19.62437,19.57706,0.6001289
22.53551,21.25071,19.42914,18.74206,18.30823,0.3747069
26.3732,21.84146,19.94702,19.1137,18.68707,0.4635751
24.20196,21.17045,19.41546,18.6121,18.10826,0.4522237
25.01751,22.7167,20.80925,19.86436,19.63296,0.5950406
22.05868,19.71474,18.13728,17.51453,17.12715,0.2897884
21.30717,19.85562,18.28083,17.66638,17.23225,0.2545239
17.88322,17.03493,16.75368,16.62935,16.50195,0.0190497
22.52894,21.43812,20.12995,19.38218,18.90398,0.2799845
21.41798,19.22394,17.61525,16.99245,16.64633,0.3119271
22.70043,20.4905,18.88171,18.22504,17.83351,0.312854
23.58583,21.79056,20.18427,19.27596,18.95522,0.4798155
23.01663,21.89356,21.17975,20.13744,19.9175,0.8090814
21.80416,20.14671,18.37286,17.78273,17.55513,0.3394362
23.06836,21.87355,20.64997,19.46129,18.83463,0.6712621
20.41248,18.30348,17.24821,16.81012,16.48548,0.1235886
22.25253,21.6135,20.79954,19.96012,19.82613,0.7592705
23.05971,22.20301,20.83265,19.85708,19.25121,0.5379019
25.81554,22.18367,20.37224,19.41213,19.0244,0.6073789
19.5848,17.64828,16.58154,16.15338,15.76423,0.1368263
23.26287,22.19436,20.64552,19.76745,19.52998,0.5356781
23.28675,21.34672,19.56367,18.73948,18.34871,0.4660279
25.50479,21.44433,20.00303,19.21223,18.71492,0.4644519
22.54994,21.11274,19.58249,18.80992,18.48303,0.4726382
19.83502,18.05291,17.09243,16.65409,16.31063,0.09616243
22.17958,22.04384,20.34423,19.29219,18.65692,0.6067645
24.17888,22.02346,20.49978,19.68064,19.15008,0.49209
22.65364,22.2029,20.38051,19.37056,18.95465,0.5619442
19.71522,18.25496,17.32207,16.87508,16.56729,0.1831185
19.18525,18.00038,17.43893,17.1424,16.90394,0.07396382
24.29152,22.192,20.42352,19.6071,19.29127,0.4916297
23.32041,22.0522,20.56574,19.74473,19.34058,0.548502
23.56721,21.00805,19.34137,18.55647,18.03382,0.4564142
18.91819,17.54865,16.77438,16.3837,16.04264,0.1327375
18.44295,17.37026,17.09927,16.85549,16.80444,0.0615075
21.59677,21.08949,19.3763,18.52337,18.14655,0.5377251
23.1648,21.59304,19.88778,19.10435,18.49862,0.4374332
25.51909,21.94561,20.20355,19.32882,18.97725,0.5078737
20.31119,18.44171,17.5534,17.2058,16.9017,0.1431873
18.27459,17.29468,16.93131,16.72909,16.53528,0.03890612
22.73762,22.29098,20.75484,19.70824,18.90068,0.5447487
22.65092,21.51814,19.91401,19.1554,18.75829,0.4552045
20.83717,18.78507,17.62718,17.17657,16.7683,0.1570382
21.7268,21.28846,20.38849,19.65539,19.34107,0.5801374
22.76688,21.79121,20.29353,19.5437,19.15743,0.4689819
24.88385,21.87071,20.0265,19.0425,18.60934,0.5044174
22.39783,21.35309,19.56351,18.50032,18.05845,0.5764766
19.97852,17.95727,16.8743,16.38649,15.96678,0.1156628
18.91801,17.65628,16.9027,16.54769,16.26286,0.1297078
19.19961,18.20532,17.77751,17.48009,17.37178,0.07275175
24.61805,22.22909,20.49707,19.26869,18.63432,0.7039546
24.82003,21.71732,20.22992,19.44178,18.91852,0.5310503
22.9857,20.43839,18.70632,18.0239,17.62846,0.4250595
24.97984,22.26649,20.69922,19.89989,19.48322,0.4266118
20.23733,18.41148,17.52535,17.13066,16.81971,0.08409638
20.84264,18.60036,17.33945,16.83987,16.51379,0.1933958
22.84027,21.07212,19.81623,19.09957,18.71559,0.5143718
22.36073,19.45194,17.98356,17.45337,16.98605,0.3079349
25.35585,22.30579,20.90333,19.92858,19.31872,0.5699434
23.51489,22.34794,20.85565,19.71741,19.50581,0.5678926
25.11835,21.66531,20.07013,19.10892,18.5786,0.5284374
24.39998,21.56241,20.15295,19.12141,18.60974,0.5426949
23.95653,22.37268,20.88507,19.7077,19.49292,0.6257465
24.32898,21.97747,20.10739,19.18764,18.74018,0.5231603
20.48894,18.39088,17.40684,16.98539,16.56966,0.1395765
24.59011,22.52128,21.11838,19.92933,19.58558,0.5618964
22.05248,21.09097,19.39674,18.61703,18.16216,0.4353823
24.04079,22.60564,20.66186,19.68841,19.09568,0.5378786
19.28868,17.89302,17.32175,16.99195,16.74563,0.08699921
21.67862,19.28806,17.85458,17.34395,16.9835,0.2342222
19.2227,18.16973,17.71004,17.28948,17.18021,0.08766133
24.43207,23.86022,21.11556,19.87558,19.18455,0.6364925
18.01788,16.13446,15.27414,14.8706,14.54014,0.05436617
19.6896,18.34013,17.51725,17.06576,16.74708,0.1595246
22.17127,21.96868,19.94465,19.04933,18.49907,0.5049046
24.06912,22.11899,20.50756,19.64062,19.63598,0.4507214
23.41889,22.39003,20.74018,19.84071,19.4853,0.5625403
24.16758,19.8706,18.37885,17.8358,17.47241,0.2718404
17.94629,16.50082,15.87941,15.5415,15.31702,0.07158983
22.57129,22.06134,20.56598,19.60325,19.26321,0.5126207
24.02675,22.15952,20.58237,19.67648,19.46685,0.5673143
23.36452,22.1649,20.29646,19.39768,18.97968,0.5082804
20.478,18.60356,17.63407,17.23847,16.89853,0.1129227
21.01405,18.91375,17.69956,17.23353,16.84668,0.1715438
19.46718,17.63555,16.71512,16.31278,15.9476,0.08571993
19.36686,17.78894,17.12114,16.80524,16.54638,0.08880808
23.13147,21.90574,20.36132,19.57164,19.0392,0.5588047
19.57378,17.67193,16.76812,16.33678,15.95031,0.0952765
20.90684,18.66691,17.631,17.18583,16.82931,0.1375531
20.69448,18.6377,17.61576,17.18812,16.83423,0.1375161
21.52634,20.05558,18.5505,17.96215,17.53201,0.2749567
24.41527,22.17909,20.45158,19.51772,19.04789,0.53891
18.80922,17.62708,17.05463,16.68768,16.50448,0.0906776
22.70086,23.11504,20.92023,19.63628,18.95066,0.7062117
22.82777,21.99206,20.49559,19.5135,19.03497,0.5631796
23.41123,22.33683,20.45062,19.60987,19.17235,0.4867142
19.28174,18.55502,18.45029,18.12224,18.09902,0.0624137
19.70539,17.96078,17.03918,16.56946,16.18905,0.1190861
19.1886,17.88309,17.21399,16.85533,16.60538,0.1053436
23.25764,21.11831,19.36154,18.71349,18.34749,0.3204033
24.24532,23.53461,21.06887,19.93044,19.78727,0.6242605
25.01722,22.05149,20.34941,19.53644,19.08803,0.4943544
24.21354,21.02103,19.13929,18.46403,18.03859,0.4065651
20.48743,18.64441,17.54848,17.1436,16.84418,0.1615593
20.44448,18.84409,17.66215,17.20926,16.88002,0.1779078
21.26731,18.84286,17.345,16.79613,16.52485,0.2451193
20.06638,18.53192,17.51814,17.07832,16.77269,0.1850391
21.76933,20.43161,18.7895,18.09996,17.71114,0.3459365
18.87222,17.69691,17.12157,16.79105,16.59848,0.08834215
25.52281,20.71864,18.87975,18.27126,17.86268,0.3834607
26.31151,21.56441,20.144,19.24953,18.86256,0.5001042
19.94377,18.2975,17.27383,16.8258,16.45955,0.158539
22.1644,19.50897,18.00236,17.47252,17.11822,0.25685
19.90574,17.89051,16.7493,16.28318,15.93758,0.1544849
21.95295,19.91335,18.36432,17.78055,17.40105,0.2995194
23.85609,21.57443,19.79663,18.90205,18.47305,0.493014
19.70086,18.15346,17.23229,16.76344,16.45537,0.1470085
22.54373,21.26931,19.54734,18.76892,18.50057,0.4157756
22.47451,20.1515,18.55091,17.9053,17.50878,0.2915029
24.60359,22.44168,20.63321,19.36413,18.77864,0.6147729
25.95753,21.89607,20.3635,19.48609,19.08959,0.4860792
24.20823,22.20208,20.48579,19.63676,19.29353,0.5222831
22.2355,21.2354,20.45067,19.57895,18.75583,0.8116917
19.16288,17.39712,16.39773,15.95406,15.63361,0.1391443
20.18248,18.16405,16.9475,16.42406,16.06039,0.1860809
21.1927,19.24599,17.78024,17.19978,16.87777,0.2901351
22.62245,22.38038,20.84543,19.58331,19.1467,0.6298111
19.35044,17.96282,17.16896,16.76727,16.50717,0.1315555
23.27144,22.83635,20.90285,19.46277,18.88028,0.5849995
19.19438,17.94595,17.3504,16.97623,16.73457,0.08299632
23.70345,22.17642,20.75474,19.87271,19.3596,0.6349307
19.42017,18.27069,17.76898,17.48281,17.29577,0.08309195
23.97398,22.66093,21.12776,19.97259,19.58035,0.5503145
25.91065,21.67661,20.00726,19.00883,18.54914,0.5392176
22.88438,21.6192,20.02013,19.23221,18.8588,0.4318329
21.50887,19.39768,17.83491,17.27424,16.90963,0.3162528
21.97174,22.31183,20.55368,19.50774,18.76743,0.5792691
19.5146,17.68072,16.7819,16.35407,15.99967,0.08425651
19.1058,17.36526,16.52178,16.12648,15.8212,0.08315206
24.07362,20.55263,18.79233,18.23861,17.93604,0.3204722
24.31374,22.26222,20.73659,19.87591,19.22819,0.5352772
22.04239,20.74006,19.00667,18.35281,17.8701,0.3692814
19.22407,18.15116,17.70396,17.44916,17.31336,0.05019719
20.13816,18.37559,17.34006,16.89209,16.5629,0.1139796
25.11117,20.88798,19.15313,18.53016,18.03764,0.3728997
23.58774,20.58488,18.98671,18.36115,17.88997,0.3013785
24.81194,22.20916,20.59657,19.72752,19.17634,0.5131804
24.28084,22.37656,20.88366,19.84286,19.56937,0.5187986
24.85063,21.17338,19.38649,18.56243,18.14694,0.4613301
23.07953,22.36636,20.69158,19.6299,19.17144,0.6216549
22.84886,21.64787,19.99847,19.22904,18.80382,0.4805112
23.64038,20.68074,18.95305,18.25461,17.82445,0.4201846
23.34879,21.59825,19.99695,18.92986,18.47578,0.555591
25.18252,22.99788,21.11483,20.03834,19.67821,0.4839762
24.78635,21.67464,20.06957,19.27084,18.77504,0.4453093
25.06499,22.25707,20.67385,19.50549,19.15635,0.5802116
23.70093,22.53259,21.0155,19.86719,19.27451,0.7953964
23.43895,21.55356,19.88999,19.11461,18.87911,0.4481489
23.01977,21.25033,19.71976,18.90758,18.36252,0.497483
24.64463,22.47882,20.69964,19.64927,19.33671,0.5356638
18.42205,17.2242,16.53584,16.16336,15.91178,0.09063879
25.1085,20.88865,19.34305,18.57592,18.12873,0.4375106
25.27726,22.14868,20.38574,19.38784,18.95387,0.4824067
23.2168,21.21987,19.84285,19.01056,18.74831,0.5221558
19.79448,18.03651,16.98746,16.54533,16.19707,0.132893
24.20554,24.10153,21.68219,20.55856,20.25821,0.5643567
26.23331,21.92128,20.17868,19.23019,18.75546,0.539589
20.48196,18.78913,17.64593,17.21765,16.8649,0.1671671
19.10773,17.17524,16.251,15.82693,15.4882,0.09193879
23.20077,21.91891,20.45132,19.4567,19.28513,0.5992846
22.01777,19.50228,18.03196,17.43131,17.08437,0.2825942
23.78067,22.79748,20.65365,19.43046,18.92031,0.5853221
20.4443,18.41841,17.18688,16.69761,16.35928,0.1843295
23.70074,22.95794,21.15911,19.97352,19.58767,0.6328546
24.33653,22.00126,20.36993,19.3697,18.88977,0.4834717
22.57982,21.25267,20.16735,19.33746,18.81864,0.5654714
23.28016,22.22778,20.84223,19.8202,19.34508,0.5456954
23.89749,23.23803,21.1302,20.03714,19.57245,0.5552291
25.63182,22.40818,20.72793,19.75939,19.26274,0.5915756
19.45266,17.74363,16.85835,16.43445,16.11034,0.1281196
20.22159,18.07487,16.92319,16.4815,16.12517,0.1655683
24.56124,21.23958,19.64551,18.88818,18.5325,0.4744774
21.96415,20.893,19.25504,18.38521,17.88953,0.5631711
21.85468,21.24024,19.62959,18.63028,18.12621,0.5414623
19.38466,17.41762,16.41658,15.90376,15.53435,0.1144908
19.35159,18.08759,17.63895,17.38872,17.22191,0.07179571
23.96599,22.41407,20.67759,19.77735,19.15614,0.5445046
21.65875,19.99402,18.49407,17.89558,17.52814,0.2894887
17.63769,16.3375,15.76032,15.45158,15.1713,0.04074237
22.04077,20.62919,19.00799,18.32171,17.80327,0.4255635
23.73227,22.07397,20.39862,19.413,18.90283,0.4797225
17.18932,15.6896,15.0043,14.64093,14.31662,0.04735294
24.96135,23.36094,21.35753,20.04648,19.49581,0.6239715
23.62075,21.4999,19.94606,19.09937,18.66433,0.4762755
22.63514,22.16636,20.94306,19.89693,19.37054,0.6630188
22.75439,21.72543,20.85799,19.95545,19.46539,0.7412156
24.64367,22.13865,20.12778,19.3023,18.85086,0.4647146
23.66695,23.2283,21.31493,19.93983,19.65212,0.6691064
18.96127,17.04997,16.09144,15.68132,15.32903,0.09275689
23.82906,22.183,20.35777,19.56896,19.16197,0.4616049
20.61289,18.50073,17.40725,16.90087,16.49655,0.1246338
22.31911,21.66353,20.40779,19.60325,19.18349,0.6310845
19.48547,18.77707,18.26637,18.11929,17.72073,0.3666774
20.36193,18.27322,17.17168,16.71392,16.38122,0.1338705
24.32212,21.43817,19.95943,19.02,18.56722,0.5921979
21.01131,18.93825,17.69643,17.20907,16.91549,0.2223118
26.51245,22.15918,20.56585,19.48304,18.93085,0.637408
26.78565,21.11102,19.37536,18.69418,18.29596,0.3914575
23.30496,20.71358,18.98071,18.37763,18.04967,0.3577139
18.64793,17.09644,16.31081,15.92052,15.62517,0.0933718
18.27117,17.19867,16.65487,16.28151,16.09038,0.1292993
18.64736,17.60437,17.06329,16.70097,16.46544,0.04741336
22.95579,19.8976,18.20169,17.57533,17.14821,0.3559397
22.57773,21.91118,20.33254,19.4787,18.97029,0.508355
18.91583,17.56174,16.80503,16.43109,16.08426,0.1059663
19.38367,17.89783,17.2317,16.90977,16.6532,0.04118289
24.12198,21.9462,20.22881,19.10958,18.46635,0.561201
21.09213,18.9338,17.59246,17.09349,16.74218,0.2295315
22.46827,20.9799,19.20863,18.57162,18.18695,0.3746827
23.45738,22.14063,20.34945,19.46157,18.93512,0.5009031
19.64402,17.64664,16.71446,16.30734,15.98255,0.07673916
24.41043,22.1145,20.48744,19.35936,18.92857,0.5622556
19.65873,17.87052,16.9315,16.56131,16.24628,0.1121824
23.28862,23.54038,21.81303,20.71279,20.03241,0.807294
18.89654,18.14446,17.97471,17.77341,17.73576,0.07041501
22.96925,20.30002,18.613,17.98999,17.61689,0.3992913
25.01296,22.23873,20.51265,19.58154,19.14261,0.5056897
19.25702,17.59744,16.73368,16.3076,15.9605,0.07969137
18.80381,17.05906,16.18678,15.78495,15.47742,0.1153216
25.60246,21.94199,20.2337,19.44798,19.19327,0.464309
20.01984,18.29457,17.36887,16.93528,16.65104,0.08268636
25.96344,23.09078,20.82714,19.74493,19.41706,0.5816929
24.93518,21.64503,19.94987,19.06079,18.7005,0.4872403
20.00932,18.28431,17.42915,16.97676,16.6387,0.06355931
24.80969,21.9594,20.29382,19.17141,18.68838,0.5961324
20.63467,18.66716,17.4552,16.89709,16.45425,0.1839319
23.14175,21.94007,19.85509,18.69603,18.07712,0.5806159
22.99017,21.93838,20.6788,19.86379,19.44748,0.4665737
24.42456,22.46336,20.86003,19.93667,19.7279,0.4668767
20.1521,18.49748,17.46344,16.98361,16.60905,0.1848297
20.50398,18.6655,17.60154,17.12072,16.73219,0.137701
24.17093,22.13653,20.54208,19.65052,19.22572,0.4601797
19.53298,18.07765,17.39714,17.01001,16.70896,0.127925
20.05073,18.20922,17.27314,16.8805,16.56622,0.1261757
22.23443,21.55593,20.44456,19.69413,19.65027,0.321872
24.99109,22.30653,20.86997,19.70289,19.08599,0.5786202
23.0555,22.01375,20.42125,19.45154,18.95171,0.5707707
19.71269,18.31852,17.4857,17.05607,16.76131,0.1363738
24.94094,22.13382,20.64298,19.74353,19.19265,0.5477293
22.86403,22.23871,20.83579,19.80949,19.26068,0.6071203
20.21284,18.38185,17.41949,16.97153,16.62903,0.12284
22.66887,21.99074,20.65113,19.81013,19.50288,0.5360606
24.59987,21.93423,20.52317,19.64432,19.18349,0.5000042
23.33973,22.99208,21.01085,19.74824,19.20535,0.6126277
18.76569,17.62186,17.03033,16.70262,16.50195,0.1192296
22.41173,22.28004,20.62441,19.7306,18.98448,0.6248378
25.39494,21.54895,20.1465,19.38857,18.9185,0.3011875
23.14202,20.63367,18.98512,18.35168,17.9433,0.3498234
24.52278,20.54846,18.89685,18.28872,17.87552,0.3325547
